调仓日,方向,代码,名称,参考价(元),手数(手),股数(股),金额(元),手续费(元),调仓原因
2020-02-28,买入,300677,英科医疗,45.98,4,400,18392.0,22.99,纳入持仓池
2020-02-28,买入,300578,会畅科技,73.0,2,200,14600.0,18.25,纳入持仓池
2020-02-28,买入,603613,国联股份,113.71,1,100,11371.0,14.21,纳入持仓池
2020-02-28,买入,002239,奥特佳,4.85,41,4100,19885.0,24.86,纳入持仓池
2020-02-28,买入,002838,道恩股份,33.88,5,500,16940.0,21.18,纳入持仓池
2020-02-28,买入,300767,震安科技,90.56,2,200,18112.0,22.64,纳入持仓池
2020-02-28,买入,002414,高德红外,47.43,4,400,18972.0,23.71,纳入持仓池
2020-02-28,买入,300457,赢合科技,60.04,3,300,18012.0,22.52,纳入持仓池
2020-02-28,买入,002214,*ST大立,24.06,8,800,19248.0,24.06,纳入持仓池
2020-02-28,买入,603825,ST华扬,29.0,6,600,17400.0,21.75,纳入持仓池
2020-02-28,持有,300598,诚迈科技,259.2,--,--,--,--,继续持有
2020-02-28,持有,603005,晶方科技,110.5,--,--,--,--,继续持有
2020-02-28,持有,002291,遥望科技,22.65,--,--,--,--,继续持有
2020-02-28,持有,603986,兆易创新,363.04,--,--,--,--,继续持有
2020-02-28,持有,600745,*ST闻泰,139.37,--,--,--,--,继续持有
2020-02-28,持有,002605,姚记科技,35.6,--,--,--,--,继续持有
2020-02-28,持有,002791,坚朗五金,55.08,--,--,--,--,继续持有
2020-02-28,持有,300548,长芯博创,118.8,--,--,--,--,继续持有
2020-02-28,持有,000700,模塑科技,10.88,--,--,--,--,继续持有
2020-02-28,持有,002351,漫步者,19.47,--,--,--,--,继续持有
2020-02-28,持有,300346,南大光电,29.8,--,--,--,--,继续持有
2020-02-28,持有,000818,航锦科技,25.7,--,--,--,--,继续持有
2020-02-28,持有,002156,通富微电,27.45,--,--,--,--,继续持有
2020-02-28,持有,300160,秀强股份,10.43,--,--,--,--,继续持有
2020-02-28,持有,002623,亚玛顿,41.02,--,--,--,--,继续持有
2020-02-28,持有,300223,北京君正,117.77,--,--,--,--,继续持有
2020-02-28,持有,002371,北方华创,148.01,--,--,--,--,继续持有
2020-02-28,持有,002460,赣锋锂业,51.98,--,--,--,--,继续持有
2020-03-17,卖出,603986,兆易创新,283.11,0,0,0.0,0.0,移出持仓池
